0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.7726











