4430000,13180000,12020000,13180000,4800000
4430000,13180000,12020000,13180000,4800000
4430000,13180000,12020000,13180000,4800000
4430000,13180000,12020000,13180000,4800000
4430000,13180000,12020000,13180000,4800000
4430000,13180000,12020000,13180000,4800000
4430000,13180000,12020000,13180000,4800000
4430000,13180000,12020000,13180000,4800000
4430000,13180000,12020000,13180000,4800000
4430000,13180000,12020000,13180000,4800000
4430000,13180000,12020000,13180000,4800000
4430000,13180000,12020000,13180000,4800000
