0.800994,0.132806,0.004979,0.061221,0.7726
0.800994,0.132806,0.004979,0.061221,0.7726
0.800994,0.132806,0.004979,0.061221,0.7726
0.800994,0.132806,0.004979,0.061221,0.7726
0.800994,0.132806,0.004979,0.061221,0.7726
0.800994,0.132806,0.004979,0.061221,0.7726
0.800994,0.132806,0.004979,0.061221,0.7726
0.800994,0.132806,0.004979,0.061221,0.7726
0.800994,0.132806,0.004979,0.061221,0.7726
0.800994,0.132806,0.004979,0.061221,0.7726
0.800994,0.132806,0.004979,0.061221,0.7726
0.800994,0.132806,0.004979,0.061221,0.7726
