0.984922241,0.620178396,0.843550195,0.863190564,0.279011647,0.798413722,0.019483238,0.000104547,0.651373987,0.757055685,0.468986928,0.585466597,0.339160687,0.985942859,0.171934425,0.147066193,0.859401207,0.665285768,16.65614067
0.429778103,0.009308827,0.010812511,0.046331211,0.980149479,0.257122804,0.090494662,0.010694424,0.892952209,0.475008786,0.616788144,0.106578298,0.224579443,0.598675914,0.009079351,0.385920547,0.890580157,0.494273153,8.434177521
0.532451029,0.708384097,0.038336924,0.600782955,0.259892321,0.265535416,0.058982305,0.001742911,0.652019313,0.957507174,0.182882945,0.9738682,0.303377022,0.806858282,0.659245045,0.234376544,0.701143738,0.660355841,15.33852521
0.598146128,0.725235532,0.002539328,0.785382742,0.983197126,0.127662577,0.058949299,0.00307282,0.637761785,0.982125242,0.470306536,0.815964048,0.909055783,0.607307059,0.001472373,0.412131338,0.868117973,0.638986547,15.4998566
0.412414748,0.651628884,0.046936359,0.256688361,0.300653553,0.714902054,0.052534321,0.000691869,0.671114648,0.491740106,0.946815734,0.127322143,0.839947835,0.623277332,0.2730671,0.15286999,0.96012598,0.491604472,3.029436803
0.600944781,0.366318173,0.006119969,0.71966655,0.402080795,0.126626215,0.082470011,0.019041945,0.637358392,0.737877006,0.422386025,0.815964048,0.909055783,0.584862074,0.001472373,0.412131338,0.868117973,0.638986547,15.31914459
0.893545079,0.772140897,0.001,0.001,0.794721302,0.001514458,0.037918477,0,0.001,0.159857731,0.423180466,0.519096307,0.029789419,0.978310437,0.02263337,0.161990801,0.449226408,0.43100399,10.41099954
0.671082472,0.425290039,0.85629391,0.861509934,0.404895501,0.10462453,0.017495281,0.000105016,0.65383759,0.735021979,0.49071083,0.560286526,0.339160687,0.987328587,0.175467535,0.200660197,0.999712346,0.665947719,17.37018704
0.41466742,0.72090128,0.025990234,0.060196734,0.999869465,0.034750847,0.07919781,0.0004446,0.959600415,0.990840145,0.716801689,0.969038886,0.614545396,0.107785074,0.000778114,0.14746747,0.54411378,0.334440459,2.444319746
0.773587965,0.011595431,1,0.997514371,0.981082439,0.123361469,0.06189732,0.007768717,0.996459784,0.785437358,0.5114929,0.988945403,0.621284475,0.717928672,0.001472373,0.427187696,0.498182196,0.637581089,11.83377125
0.728574163,0.828462201,0.049857716,0.991622808,0.295399754,0.149136554,0.007088703,7.80412E-05,0.997540541,0.74931674,0.674995712,0.2975449,0.00543398,0.998900907,0.505396425,0.221906815,0.990979313,0.626658316,10.32290172
0.657657325,0.960894953,0.006989133,0.97879372,0.961074858,0.086478016,0.030539955,2.61142E-05,0.990853637,0.947361515,0.489078279,0.018685527,0.004201745,0.969006517,0.098679168,0.088331104,0.999707099,0.639586025,3.059080931
0.781425227,0.86782055,0.047385094,0.840801305,0.889191002,0.124166567,0.086920003,0.00056507,0.440563324,0.865252714,0.497063367,0.995766925,0.534616989,0.716687797,0.125698934,0.429490732,0.99696441,0.637580113,10.83654823
0.665024682,0.952207138,0.009203268,0.039358805,0.300011784,0.838504054,0.039350216,6.54984E-05,0.999718319,0.998223814,0.500204035,0.988879248,0.024984357,0.995344515,0.40030083,0.19915659,0.949129437,0.661129479,14.18102579
0.576037661,0.847232624,0.038431781,0.957665418,0.679868428,0.14881517,0.088916444,0.015923851,0.196293276,0.240042121,0.643746318,0.350468578,0.158663242,0.952262865,0.094735269,0.35090714,0.943489105,0.61005383,19.84513559
0.599056695,0.017536827,0.075866043,0.620742111,0.451308142,0.652018543,0.037319761,4.41336E-05,0.031836855,0.020516949,0.64490935,0.700612524,0.593477961,0.967236761,0.479668493,0.284573639,0.76195752,0.131009442,1.404325687
0.632669572,0.221274303,0.006537633,0.226247217,0.196611051,0.610849723,0.066886631,0.001350798,0.988328294,0.80569936,0.005528584,0.061275134,0.973271497,0.977657521,0.093261308,0.214613569,0.717579167,0.615562846,11.17291542
0.507156334,0.674257919,0.044738757,0.374412051,0.723122359,0.998663976,0,0.002823636,0.093750495,0.181376632,0.125099758,0.470166092,0,0.978089488,0.022057355,0.019788793,0.910964476,0.576783844,9.465973334
0.726528008,0.851072202,0.002066439,0.205001096,0.85101522,0.002237451,0.042299583,0.003530738,0.988704157,0.086149494,0.264239295,0.976500961,0.007690673,0.975816842,0.311617971,0.407070801,0.998227269,0.660967965,12.2594516
0.821070548,0.791433707,0.088044372,0.33925748,0.102376236,0.135984806,0.007461414,0,0.735869258,0.999935754,0.216577016,0.333171292,0.055625099,0.885872218,0.662721626,0,0.983780029,0.68924661,9.868611095
0.927899262,0.163764629,0.671431168,0.099646813,0.540918677,0.609480226,0.044720313,0.000253959,0.298657893,0.368252845,0.371535241,0.93208728,0.280121424,0.875334814,0.045389768,0.610302555,0.992011702,0.653898687,12.49061805
0.41209911,0.360934473,0.012782525,0.020948311,0.551026178,0.024473865,0.039163287,5.48469E-05,0.289608874,0.005689524,0.27871374,0.240778827,0.015183372,0.784896691,0.147897369,0.466144582,0.954572518,0.614095324,19.32697386
0.567871385,0.33095303,0.021222848,0.310539782,0.551026178,0.024473865,0.039163287,0.00030426,0.998268491,0.06853178,0.026406711,0.677080255,0.015183372,0.784896691,0.423366958,0.875566925,0.954572518,0.614095324,1.998223866
0.411262964,0.360934473,0.001076538,0.062228529,0.551026178,0.005963658,0.069236879,5.48469E-05,0.970237608,0.009109442,0.304175778,0.246562411,0.01517961,0.96463209,0.147897369,0.44139842,0.967756339,0.614095324,6.012012334
0.40508846,0.360934473,0.001000158,0.457914933,0.551026178,0.772993084,0.063074072,0.000468476,0.971384749,0.009109442,0.304175778,0.322998705,0.014096912,0.703542587,0.147897369,0.44139842,0.82704392,0.614095324,6.012012334
0.633778325,0.066391434,0.00766975,0.044638433,0.397788496,0.987817993,0.099670104,0.006428211,0.976524945,0.160141605,0.804538213,0.242178347,0.003719554,0.311684751,0.023356302,0.259005488,0.971586017,0.614358614,7.781524795
