0.340538242,0.30951029,0.055082038,0.622943719,0.106138008,0.24463963,0.003658864,0.01691217,0.395987589,1,0.027246388,0.992496105,0.879864801,0.772161657,0.137729759,0.210872636,0.729941865,0.417734701,6.403099347
0.566445499,0.967585993,0.212564011,0.014464134,0.683748769,0.003071487,0.012226958,0.053960028,0.251473993,1,0.81788957,0.812597766,0.353738749,0.814074077,0.295031285,0.886389375,0.567312109,0.435930024,2.78206625
0.260724997,0.649431771,0.001,1,0.348440405,0.19963455,0.006794902,0,0.043989001,0.026226251,0.98245192,1,0,0.947134593,0.536449732,1,0.250335938,0.366166221,17.5477422
0.556544349,0.56541405,0.363276306,0.173706179,1,0.03389371,0.014285714,0.099868589,0.995609693,1,0.699502868,0.083284221,0.590315085,0.276140054,0.209073617,0.416680979,0.938741823,0.772250645,9.150345906
0.248713753,0.56541405,0.363276306,0.989584979,1,0.183412212,0.014285714,0.005413638,0.999945654,1,0.647542097,0.083284221,0.58905654,0.233832409,0.209073617,0.117378449,0.938741823,0.772250645,9.150345906
0.576885785,1,0.153266358,0.246648117,0.520825586,1,0.044273052,0,0.157682231,0.97217631,0.467788466,1,0.116574879,0.563776213,0.27776907,1,0.51894833,0.322574701,11.36069706
0.286594011,0.269526519,0.032147196,0.335838767,0.287282567,0.995220096,0.012861385,0.027775952,0.108822807,1,0.393211034,0.921273784,0.688875828,0.924556034,0.475668885,0.620222696,0.560182815,0.388439166,10.04628716
0.341497549,0.30951029,0.006134735,0.622943719,0.463971376,0.24463963,0.003658864,0.015797997,0.395987589,1,0.027246388,0.992857743,0.879864801,0.992718407,0.137729759,0.210872636,0.729941865,0.417734701,6.403099347
0.259436678,0.879165086,0.001539026,0.991011871,0.015080741,0.15142209,0.099969526,0.021911882,0.992759638,0.009594384,0.151273654,0.011160514,0,0.989055063,0.639279864,0.109577436,0.85443968,0.444097089,15.5235987
0.984922241,0.620178396,0.843550195,0.863190564,0.279011647,0.798413722,0.019483238,0.000104547,0.651373987,0.757055685,0.468986928,0.585466597,0.339160687,0.985942859,0.171934425,0.147066193,0.859401207,0.665285768,16.65614067
0.386923719,0.517173484,0.017278129,1,0.001,0.202158226,0,0.010251322,0.988263803,1,0.030371205,0.990103945,0.035272302,0.618450031,0.218301649,0.126927865,0.267665479,0.593641111,3.262491446
1,0.997750406,0.999005774,0.035084771,0.072892674,1,0.001312796,0.000326856,0.987603254,1,0.894486338,1,0.353647972,1,0.485936322,0.114295936,0.691414813,0.620167242,15.90783387
0.117648163,0.53913006,0.282515831,0.996208804,0.011050023,0.011157111,0.05125092,1.99414E-05,0.659702893,0.028982432,0.221308276,0.875445846,0.338393365,0.316102835,0.068855006,0.075763755,0.586047466,0.665285768,13.55233687
